date,Senorita,Bad Guy,Truth Hurts,Old Town Road,Ran$om,Talk,No Guidance,I Don't Care,Goodbyes,If I Can't Have You,Someone You Loved,Sucker,Money In The Grave,You Need To Calm Down,Sunflower (Spider Man: Into The Spider Verse),The Git Up,Suge,Beautiful People,Lover,Boyfriend,The London,Hot Girl Summer,Dancing With A Stranger,Baby,Beer Never Broke My Heart,Hot,Pop Out,"Hey Look Ma, I Made It",Wow ,Without Me,Speechless,Bad Bad Bad,Motivation,Knockin' Boots,My Type,How Do You Sleep?,7 Rings,Panini,Cash Shit,Rearview Town,God's Country,Trampoline,All To Myself,Whiskey Glasses,Shotta Flow,Only Human,Slide Away,Otro Trago,One Thing Right,China,The Ones That Didn't Make It Back Home,Clout,Queen Of Mean,Easier,What's The Move,Callaita,On Chill,ME,I Don't Know About You,Just How It Is,Surf,Call You Mine,Go Loko,Lalala,Never Really Over,Raised On Country,Living,Press,Time,Sup Mate,Southbound,Hate Me,No Me Conoce,Love You Too Late,Won't Be Late,It's You,Tip Of My Tongue,Heartless,Ballin',Prayed For You,Soltera,Light It Up,Juicy,Lil Baby,Right Back,EARFQUAKE,F N,Buy My Own Drinks,Mac 10,What Happens In A Small Town,Some Of It,Ecstasy,What If I Never Get Over You,Uno,Daddy,We Were,Baby Sitter,Takeaway,Every Little Thing,Did It Again,Happier,Sweet But Psycho,Better,Going Bad,Talk You Out Of It,Gold Roses,Just Us,Small Talk,Night Falls,Snake Skin,24/7,Love Ain't,Sanguine Paradise,Rodeo,Tap,La La Land,Que Pretendes,Single Again,Worth It,Shallow,Trust Issues,How About Now,The Motion,Dreams Money Can Buy,Hot Shower,Club Paradise,Antisocial,Fear Inoculum,Days In The East,Before I Let Go,High Hopes,Sicko Mode,Cross Me,The Archer,Leave Me Alone,The Search,Baguettes In The Face,MEGATRON,All Day Long,Do You Remember,Calma,Cool,Nightmare,Rumor,Act Up,GIRL,Con Calma,Middle Child,Brown Skin Girl,Under The Sun,Mood 4 Eva,Wish Wish,South Of The Border,Pure Water,Remember The Name,Walk Me Home,Look What God Gave Her,BLOW,Like A Rodeo,Spirit,Best Part Of Me,Wake Up,Eastside,Look Back At It,Down Bad,Good As You,Costa Rica,Out The Mud,Girls Need Love,Mother's Daughter,Ocean Eyes,Higher Love,Don't Check On Me,Homicide,Please Me,When I Grow Up,Eyes On You,Bacc At It Again,"Break Up With Your Girlfriend, I'm Bored",Here With Me,Love Someone,Big Ole Freak,You Stay,Baila Baila Baila,Omerta,Summer Days,When The Party's Over,Envy Me,Miss Me More,Sanctuary,Rescue Me,Te Robare,Robbery,Racks In The Middle,Beautiful Crazy,Close Friends,Bury A Friend,Even Though I'm Leaving,Put A Date On It,Heaven,Please Tell Me,On My Way To You,Amor Genuino,XanaX Damage,Government Official,Murder On My Mind,Isis,Boy With Luv,Shut Up About Politics,Under Enemy Arms,Night Shift,A Lot,Thotiana,Higher,Who Do You Love,Don't Call Me Up,Earth,Juice,HP,Mixed Personalities,Paradise,Triggered,Girls Like You,I Think,Celebrate,Jealous,Running Out Of Time,Igor's Theme,New Magic Wand,A Boy Is A Gun,What's Good,Puppet,Weather The Storm,Here Tonight
2019-06-16,3,55,35,83,0,87,21,26,15,10,71,79,43,25,13,48,47,11,23,62,81,2,51,52,19,93,68,0,21,69,100,95,60,63,59,9,60,61,33,82,54,92,58,60,25,70,1,55,7,84,0,51,3,65,17,65,27,87,41,48,74,40,54,30,22,37,89,65,91,0,71,66,60,6,0,93,10,52,31,11,59,62,76,44,85,42,67,80,68,12,55,69,9,71,100,75,77,83,53,68,76,80,78,81,46,3,100,13,29,66,51,79,39,66,80,77,2,4,90,17,19,41,82,1,36,65,25,0,6,52,58,66,65,3,36,64,0,9,32,40,80,55,53,68,74,92,81,16,1,31,0,84,11,66,7,83,34,73,1,80,4,83,69,69,37,72,16,12,77,4,80,12,0,21,80,12,49,78,0,72,88,40,87,75,38,31,64,61,49,84,95,69,52,33,71,61,53,14,54,100,87,78,12,18,31,43,69,55,4,26,76,96,45,49,95,63,50,84,79,29,38,22,78,80,66,76,14,7,14,4,85,78,20,53
2019-06-17,3,51,30,59,33,86,17,22,12,15,62,64,38,100,11,41,40,9,22,51,77,1,59,46,7,87,64,25,19,62,77,88,87,51,63,0,54,59,42,45,46,68,70,59,21,57,1,49,12,90,0,38,2,65,13,60,27,74,58,49,64,46,50,28,18,17,97,80,85,3,55,49,42,36,0,76,13,47,27,15,50,54,61,42,85,37,69,32,82,22,66,61,17,74,57,78,85,47,57,90,72,70,81,74,66,2,78,11,20,61,51,60,43,49,84,70,2,2,87,12,19,68,93,1,33,55,26,0,6,56,57,58,57,4,26,71,0,9,33,40,67,59,47,81,76,81,67,21,1,31,0,71,6,72,7,63,43,67,1,74,3,84,87,73,35,71,23,23,54,3,89,10,0,19,97,15,33,26,0,69,78,26,81,73,22,29,50,65,39,77,77,69,51,29,60,73,51,30,58,57,85,55,13,9,54,36,71,41,2,10,77,91,43,65,68,50,54,77,93,45,36,25,69,79,50,71,19,3,17,5,75,87,16,45
2019-06-18,2,45,36,59,0,92,18,27,12,4,58,61,30,77,11,41,37,9,21,51,78,1,51,46,11,86,76,25,21,60,74,86,75,33,54,7,48,55,55,44,53,60,51,42,18,62,1,48,10,84,0,44,2,61,23,61,39,71,31,61,62,47,54,32,23,32,96,76,85,0,46,75,52,45,0,82,6,48,30,13,55,71,60,33,86,33,70,0,75,21,67,71,14,77,54,76,71,42,49,47,69,55,81,72,58,2,85,19,23,70,47,74,27,50,84,71,1,4,87,11,22,58,93,1,33,41,23,0,7,52,52,61,52,3,30,78,0,9,28,39,67,60,53,75,70,79,66,20,0,23,0,72,4,68,6,68,30,64,3,80,3,83,78,83,38,58,16,16,65,3,69,13,0,22,89,13,35,51,0,59,79,42,84,86,16,38,96,54,28,71,87,79,53,31,40,71,64,30,52,56,81,70,11,17,68,47,69,44,0,7,91,86,41,66,64,33,53,77,93,37,42,26,67,85,47,72,9,6,9,6,80,80,16,53
2019-06-19,4,47,38,60,33,93,19,29,13,11,67,65,24,42,34,40,45,14,21,52,79,1,60,47,17,87,74,0,21,61,76,90,80,49,57,0,52,60,31,32,51,66,54,51,16,69,1,45,9,84,81,48,4,69,21,74,24,78,52,62,65,40,58,31,20,58,95,79,86,0,51,74,52,35,1,86,6,53,27,11,49,82,62,40,88,28,88,8,67,11,77,64,20,77,55,83,76,50,67,56,73,68,85,78,62,3,74,17,18,74,60,59,39,49,90,69,2,1,89,11,19,40,95,1,33,52,28,0,17,44,54,53,58,4,40,81,0,10,41,37,70,61,54,71,80,82,71,21,1,28,0,74,9,66,11,72,48,66,1,85,3,88,76,85,41,60,16,15,46,3,75,10,1,22,92,11,27,35,0,68,85,37,87,83,12,36,43,60,32,72,76,64,53,27,64,62,75,12,47,56,72,89,12,5,53,35,68,47,1,18,82,89,46,68,68,31,56,77,93,45,37,29,71,85,49,74,16,0,12,4,77,83,14,45
2019-06-20,6,47,36,65,0,89,16,25,16,12,64,65,25,29,46,40,37,12,23,53,75,2,58,48,17,85,74,26,21,65,82,87,77,61,59,8,52,80,41,78,46,68,47,58,34,56,1,44,9,83,0,59,4,63,5,68,34,75,43,55,65,40,58,32,16,59,93,83,91,0,43,54,48,46,0,84,5,47,36,16,54,70,62,42,87,22,70,16,79,16,63,83,13,68,54,89,69,51,63,67,71,65,86,82,56,3,81,16,21,65,51,75,38,54,88,73,1,5,87,12,16,52,82,1,34,57,30,0,13,47,64,54,58,4,31,73,0,19,40,42,74,63,55,74,69,88,78,20,1,32,0,72,8,65,8,78,38,75,0,81,2,85,83,87,29,72,17,18,53,2,76,8,2,20,100,18,50,53,0,71,81,34,82,77,13,39,53,53,39,72,75,74,56,46,56,64,54,19,65,57,93,91,11,8,61,40,74,42,3,5,87,95,37,67,48,51,56,79,91,24,36,28,79,86,53,73,14,0,8,7,87,73,21,31
2019-06-21,72,55,38,70,0,88,16,31,16,12,65,65,23,25,0,52,36,12,21,55,73,3,64,48,23,86,64,0,21,64,79,85,64,68,53,16,51,100,27,65,36,77,64,49,48,55,0,42,94,78,0,71,2,64,21,69,33,79,49,57,68,38,75,43,19,94,94,74,87,0,64,63,57,31,0,75,6,56,28,22,57,67,66,58,80,28,75,33,62,11,58,72,12,71,56,79,65,72,67,52,76,61,80,76,61,2,87,15,20,56,53,61,30,74,88,90,1,2,81,13,18,61,65,0,32,65,26,0,13,46,63,68,61,4,27,72,0,100,37,38,79,61,52,70,64,85,77,17,0,24,0,74,7,64,6,71,49,69,1,76,3,80,77,90,27,67,19,100,61,3,74,12,1,20,91,14,38,54,0,80,82,47,84,75,9,46,58,55,35,68,67,72,56,36,73,64,68,31,33,60,77,77,9,6,52,39,65,46,3,10,86,87,45,62,99,45,51,90,89,39,37,27,73,85,51,72,16,0,2,11,73,81,19,68
2019-06-22,80,62,41,77,38,84,18,33,16,9,68,75,22,22,13,59,43,12,25,54,70,3,74,51,19,96,76,0,21,66,93,88,57,82,52,0,66,91,32,47,48,99,57,79,48,66,0,48,83,78,0,85,1,62,24,63,43,91,54,49,77,63,68,52,19,43,89,59,82,0,46,50,53,41,0,77,14,59,38,16,61,86,78,44,76,36,91,36,69,12,54,76,20,78,62,85,73,83,63,67,72,78,78,75,55,3,87,12,24,69,52,73,47,91,84,83,1,4,84,14,17,37,64,2,33,48,28,0,6,57,62,57,78,2,34,59,0,66,27,45,80,54,57,89,71,97,80,17,0,27,0,77,7,68,7,62,55,77,2,76,4,83,80,84,41,61,15,53,76,3,75,11,3,19,80,15,48,50,0,81,78,59,83,83,11,48,75,55,42,81,88,81,51,34,69,70,64,14,30,63,83,61,10,13,39,40,66,52,0,23,70,89,42,54,98,53,46,92,84,34,38,21,76,87,43,80,14,2,16,9,73,82,23,38
2019-06-23,74,58,37,72,0,87,17,29,15,11,68,67,22,18,0,68,45,12,25,54,80,2,66,52,20,96,72,0,22,66,87,89,64,74,62,0,56,86,38,63,63,95,65,77,51,64,0,44,52,78,0,82,3,73,9,76,34,90,43,57,84,42,60,53,17,72,94,62,86,0,44,59,66,41,2,88,3,50,28,15,57,73,75,42,92,28,83,9,61,0,63,84,22,78,61,80,71,76,70,45,77,71,80,69,43,2,80,15,26,52,55,52,23,74,79,96,0,4,89,13,19,34,71,0,41,50,26,0,6,65,65,59,69,4,41,68,0,46,39,33,80,54,64,76,68,96,89,24,0,35,0,76,10,70,7,52,45,79,3,81,2,85,74,88,33,61,15,40,94,3,70,9,0,20,85,16,46,91,0,66,82,41,89,81,9,42,51,62,44,84,78,45,56,22,62,70,65,14,37,68,83,81,8,4,60,38,69,55,0,18,72,96,47,55,84,43,51,89,81,62,39,26,77,92,44,80,5,4,13,5,88,89,17,58
2019-06-24,63,51,58,65,33,88,14,26,14,9,58,61,16,17,22,56,46,9,21,50,83,2,41,47,10,84,65,25,19,61,73,86,81,41,61,15,46,76,35,58,51,73,50,50,43,57,1,35,59,78,0,98,3,63,15,77,20,77,36,59,68,37,51,48,15,33,93,78,84,0,60,49,49,25,0,87,7,50,23,10,52,64,61,100,80,29,74,23,67,16,77,72,7,70,55,75,59,47,68,53,59,53,83,75,58,4,85,14,16,59,53,55,31,60,87,60,1,4,88,11,18,56,86,2,40,63,26,0,7,64,52,55,57,3,28,70,0,33,38,37,69,59,50,68,69,82,61,18,0,24,0,74,6,90,6,48,36,70,0,75,4,84,81,83,32,61,18,35,54,3,63,8,0,24,89,15,36,43,0,70,81,35,88,60,6,45,41,41,29,75,64,44,52,34,56,84,60,6,21,57,62,54,10,9,56,48,67,39,1,13,73,93,41,67,79,55,52,78,92,19,34,27,68,85,45,71,12,2,9,7,74,88,31,42
2019-06-25,62,52,57,61,0,90,15,25,12,10,58,59,17,14,34,56,41,11,22,48,81,3,48,48,14,84,62,0,21,64,67,88,80,58,74,0,54,75,54,22,43,68,52,58,36,56,1,35,61,86,40,100,4,70,8,78,42,74,47,67,68,52,74,47,16,37,96,81,86,0,52,59,59,25,0,88,9,52,29,11,46,61,60,51,91,31,76,8,70,11,72,64,13,74,52,78,58,49,63,54,68,58,84,71,44,3,85,14,22,54,59,63,27,57,88,61,0,6,86,10,14,43,83,1,38,67,24,0,11,55,46,40,59,4,33,68,0,26,28,38,67,62,50,67,74,80,63,19,0,25,0,73,6,67,8,57,51,69,1,76,3,79,76,74,31,76,26,29,46,3,84,9,43,20,90,12,33,86,0,69,80,25,83,98,7,100,26,61,27,74,69,64,52,35,54,70,57,12,21,56,71,64,7,0,68,36,69,45,0,13,94,92,31,66,79,46,52,76,93,40,36,28,59,78,48,67,13,0,17,8,91,81,19,38
2019-06-26,65,50,55,63,0,87,15,24,13,9,57,60,20,12,11,56,38,12,20,45,76,4,52,49,17,84,71,0,28,62,69,86,78,65,68,7,52,69,35,39,34,66,73,54,31,52,1,36,51,78,0,87,2,62,12,73,28,77,56,56,66,40,43,40,17,28,91,85,90,0,55,66,62,34,0,85,4,48,26,18,51,48,61,45,86,24,72,8,89,21,64,65,16,69,53,74,62,47,63,64,61,56,82,79,43,3,68,12,12,62,51,52,25,62,88,68,2,2,83,10,26,63,87,1,34,57,29,0,5,40,51,53,58,3,31,72,0,23,33,41,69,60,49,61,55,80,64,18,0,26,0,72,6,80,6,64,25,67,0,76,3,81,81,89,29,73,21,37,47,3,72,17,56,19,95,13,28,25,0,53,80,42,85,89,6,73,34,52,35,72,69,57,49,16,47,68,46,23,26,55,84,67,7,2,42,30,68,40,1,10,80,88,26,65,68,24,51,78,92,35,34,21,66,84,47,70,18,3,14,9,80,88,24,41
2019-06-27,62,48,54,63,0,90,14,27,16,10,60,57,17,12,22,59,45,14,20,52,75,6,44,47,17,85,71,0,27,59,70,87,71,47,58,15,48,71,36,88,46,66,64,43,32,53,1,35,47,78,39,88,2,63,17,66,27,71,35,58,64,34,48,40,15,36,89,94,85,0,48,68,60,29,1,74,5,46,31,15,50,67,59,47,78,20,81,23,80,10,63,64,14,72,52,67,67,51,58,56,58,59,81,70,43,1,69,17,24,46,46,87,25,58,85,64,0,3,81,10,20,45,77,0,39,56,25,0,4,46,47,62,57,3,34,69,4,23,41,39,70,58,46,80,72,83,65,16,0,20,0,70,6,78,6,42,39,69,1,71,2,86,73,94,35,73,18,33,69,3,69,18,100,21,94,75,42,84,0,55,75,32,85,73,5,54,13,58,19,67,52,48,51,28,48,77,45,18,41,55,81,62,9,3,52,30,66,40,1,10,91,85,36,65,68,42,50,77,94,29,34,26,64,78,46,67,12,5,8,6,83,84,19,37
2019-06-28,65,54,54,67,0,87,14,28,19,8,66,54,19,12,47,61,41,100,22,59,80,5,47,47,19,85,73,0,27,66,74,88,64,98,62,0,54,76,31,28,75,69,75,58,31,58,1,36,63,79,0,81,2,59,11,72,42,83,49,53,68,44,74,40,14,48,87,84,88,0,76,69,66,74,1,77,4,56,38,19,54,58,67,38,73,21,77,16,73,28,59,69,15,70,61,85,70,71,72,72,67,61,80,75,46,3,77,15,17,57,53,64,22,68,83,65,100,5,77,11,29,39,71,2,37,52,21,0,10,45,56,56,63,4,29,68,56,25,30,29,71,58,50,70,73,87,63,21,0,25,0,68,9,78,8,69,33,73,3,74,3,82,74,82,25,53,17,29,64,3,80,100,72,25,84,100,39,100,0,65,72,37,79,82,4,52,34,63,22,66,71,41,50,31,60,76,69,19,39,58,93,61,9,7,41,36,67,47,1,21,86,86,43,68,69,55,47,80,89,47,36,22,76,79,50,72,15,0,7,6,78,85,15,42
2019-06-29,70,57,65,79,0,86,16,29,22,9,72,72,21,13,39,84,39,81,24,58,90,6,63,52,23,97,75,29,28,68,93,93,55,91,61,0,59,70,65,63,52,95,49,66,39,56,2,39,45,78,47,89,3,65,33,96,41,100,67,39,77,46,75,51,17,81,88,63,85,3,100,75,74,35,1,81,8,49,37,8,62,50,76,46,78,31,58,36,66,25,61,71,14,70,61,82,72,82,66,84,65,71,76,80,30,2,70,11,27,63,56,71,47,80,81,87,89,3,90,11,26,40,63,0,36,76,27,0,2,45,65,68,71,4,37,66,79,24,44,44,82,60,58,84,74,96,79,17,0,27,1,72,12,77,8,49,39,80,9,76,5,87,77,78,31,63,26,35,88,3,79,86,60,29,83,71,34,60,0,57,82,52,87,86,6,57,30,56,21,76,87,66,57,37,67,84,65,7,31,69,88,66,8,13,58,39,61,54,1,21,74,91,39,59,87,57,46,92,83,37,41,24,92,80,50,77,6,2,4,5,86,78,18,44
2019-06-30,65,55,61,71,0,81,15,29,17,9,78,64,20,12,38,73,50,71,23,56,91,7,54,51,14,96,70,0,27,70,78,96,61,83,61,9,56,72,41,93,71,90,77,50,42,53,2,38,65,77,0,78,3,64,9,81,29,90,48,49,79,51,75,53,19,66,89,65,87,0,66,74,72,29,0,82,7,53,41,9,58,48,70,47,75,24,68,18,61,25,51,76,18,78,60,86,58,72,84,56,70,64,78,69,46,3,76,10,36,58,56,89,33,70,76,81,64,3,92,11,15,38,70,1,46,59,23,0,6,53,53,56,69,4,43,64,65,21,32,33,78,55,62,81,80,92,71,16,1,24,0,77,11,69,7,57,36,78,3,79,3,82,63,71,37,67,100,33,64,4,69,67,42,26,84,59,41,59,0,65,87,49,89,78,6,73,27,46,21,81,74,58,59,27,55,81,60,14,36,66,88,79,8,2,41,30,66,47,1,26,61,90,36,55,83,32,48,91,79,39,39,20,79,85,50,74,21,2,7,5,85,75,17,59
2019-07-01,57,49,51,77,0,87,14,22,25,10,59,53,15,10,45,66,38,57,20,50,79,5,55,47,18,86,59,25,23,61,62,89,79,75,59,15,52,69,47,36,46,69,32,42,31,39,1,29,44,76,81,84,4,65,26,63,34,79,47,60,72,36,52,39,13,25,92,79,88,0,53,61,60,20,0,85,8,38,34,12,46,42,59,48,81,17,73,8,72,11,56,70,13,72,52,79,65,45,68,54,62,59,80,69,66,3,68,12,21,60,59,53,25,64,79,71,47,4,86,10,24,55,69,0,33,63,25,0,11,30,51,50,54,4,26,68,53,18,48,43,66,54,50,82,63,84,60,16,1,20,0,78,7,73,4,49,24,68,18,73,2,79,74,66,32,53,21,29,44,4,69,48,45,24,88,55,35,35,86,62,80,37,85,67,6,60,15,46,24,67,74,50,55,35,69,78,52,6,37,57,83,77,9,5,58,44,66,39,0,5,86,88,38,67,85,50,49,80,93,34,34,23,63,79,56,75,10,3,0,9,80,74,14,43
2019-07-02,60,44,43,76,0,86,13,22,20,9,76,56,17,8,22,63,32,53,20,47,78,5,48,46,9,84,73,25,23,55,58,94,74,69,58,0,46,70,48,45,43,64,43,53,30,41,1,27,35,80,0,73,1,60,20,72,25,76,59,63,68,46,58,41,14,61,89,100,92,0,51,64,64,55,1,77,19,50,31,26,44,72,58,47,75,19,77,23,85,0,63,69,12,73,52,70,66,50,46,61,60,54,79,61,29,2,68,10,19,66,58,57,44,64,88,69,63,3,82,9,15,52,78,1,30,52,24,0,4,44,55,47,52,3,30,69,49,18,28,41,65,54,48,78,60,81,58,17,0,25,0,71,5,72,7,49,33,67,36,77,2,81,86,86,59,69,17,26,36,19,82,38,38,23,90,35,33,34,0,54,81,39,77,64,5,52,22,51,25,64,63,56,48,24,53,70,53,18,21,56,77,67,8,3,57,30,63,44,2,17,83,89,23,76,70,33,49,76,93,33,36,24,66,73,55,68,19,2,11,2,76,75,17,40
2019-07-03,60,45,50,65,0,85,16,25,18,9,68,53,18,10,34,75,31,51,20,44,86,6,38,47,22,82,64,25,23,57,60,84,73,60,57,0,48,71,61,22,59,62,67,51,33,46,1,28,43,78,0,74,2,60,18,54,30,78,74,56,71,39,54,42,14,57,86,84,86,0,61,69,52,15,1,74,10,50,35,11,46,48,63,45,81,17,78,23,65,11,56,61,16,69,51,71,72,46,71,70,58,57,77,48,33,3,74,15,23,64,52,63,42,71,89,64,44,1,79,9,21,32,66,1,29,55,19,0,5,34,52,47,49,4,32,64,60,16,26,34,66,53,47,78,67,82,59,13,2,30,0,73,7,73,7,59,25,67,23,76,4,76,73,67,35,64,16,30,60,19,73,37,33,21,86,41,33,34,0,55,81,33,79,67,4,52,15,60,26,68,59,45,51,13,38,65,58,12,31,56,75,60,8,6,48,32,70,44,0,13,75,90,25,65,80,37,48,76,94,40,35,18,70,73,59,65,7,0,9,6,79,80,20,42
2019-07-04,65,46,51,72,0,83,14,25,21,9,75,59,17,9,24,76,36,47,22,47,74,7,48,47,18,97,57,0,21,66,65,85,65,60,73,0,46,67,53,33,71,63,79,63,41,39,1,28,56,78,45,80,3,64,5,66,30,88,57,37,72,41,57,44,12,35,85,76,93,0,60,68,100,26,1,76,6,40,41,14,51,47,66,52,71,22,65,16,74,22,54,68,12,71,55,81,63,47,66,46,64,57,75,69,35,3,72,15,24,60,54,49,97,82,89,60,41,2,82,10,13,36,63,1,41,64,24,0,10,44,51,62,54,3,31,63,56,19,24,42,66,53,47,68,63,83,63,15,1,23,0,78,14,76,6,53,39,76,15,71,5,79,69,68,27,48,16,26,46,16,69,40,34,19,83,41,36,36,89,79,76,35,83,71,5,66,25,47,22,67,76,61,50,33,53,89,53,13,22,57,82,63,6,2,44,32,69,44,16,18,89,91,33,61,59,71,100,81,93,44,36,27,67,78,100,69,10,0,8,6,76,73,16,44
2019-07-05,70,45,52,68,35,80,14,22,94,7,73,61,18,9,24,80,41,41,21,48,77,9,47,48,18,90,61,0,21,62,70,85,61,99,60,8,57,70,59,24,64,67,53,46,28,48,1,29,48,79,46,80,2,55,14,79,25,91,42,41,70,41,60,48,13,75,81,72,91,0,67,72,76,5,0,74,8,48,31,18,52,57,68,40,75,18,77,17,63,11,53,63,15,70,54,74,67,74,57,67,70,60,74,62,51,2,69,11,24,59,54,70,64,84,82,66,52,3,81,10,13,36,62,0,35,64,23,0,12,42,46,55,59,3,35,65,40,19,40,35,76,53,51,75,63,85,70,21,1,100,0,75,8,79,6,55,25,84,11,70,100,78,72,77,31,53,15,17,68,12,78,43,28,20,83,37,37,28,0,51,74,46,76,76,5,69,12,55,30,69,68,57,53,40,70,60,47,6,34,60,91,80,7,5,55,27,61,42,4,22,72,85,25,62,62,43,79,81,91,34,37,27,68,74,63,71,11,3,3,6,73,77,13,60
2019-07-06,78,52,54,72,0,82,17,27,100,9,77,59,20,9,13,86,41,43,24,54,76,12,65,52,23,97,65,0,25,64,78,88,54,86,65,0,56,70,54,72,62,89,59,74,31,55,1,31,46,78,0,82,5,60,17,79,29,99,23,50,77,44,71,47,16,52,86,62,85,0,71,69,72,40,0,79,8,46,48,21,53,53,77,44,81,28,65,36,58,18,54,73,16,66,59,75,66,87,81,67,65,63,75,66,67,2,93,15,19,45,54,74,66,93,81,100,50,4,84,12,22,38,61,0,40,67,39,0,17,39,54,60,56,4,30,58,56,20,34,44,79,54,56,70,58,93,66,22,0,85,0,77,10,68,9,62,23,87,13,78,64,81,65,69,36,65,14,28,86,11,80,47,17,19,84,42,33,59,0,75,84,100,91,89,5,75,25,63,22,76,87,50,58,36,61,86,53,0,36,65,73,54,9,4,33,36,61,55,2,9,73,89,31,59,66,53,67,86,84,26,40,22,80,81,46,77,12,4,4,5,79,74,19,40
2019-07-07,77,55,60,65,37,87,15,26,85,9,73,64,16,8,26,79,43,37,23,62,83,15,42,56,13,93,79,0,27,64,78,92,64,91,64,9,52,73,63,87,70,89,59,48,33,57,0,28,53,80,98,73,3,72,14,84,50,88,45,50,82,54,59,41,15,33,94,81,91,0,64,68,75,34,0,83,8,59,55,27,58,48,73,45,93,26,73,0,75,12,63,77,15,65,60,84,52,74,59,72,69,59,81,65,38,2,78,14,23,59,53,58,66,75,74,87,34,2,94,11,18,38,74,0,39,72,25,0,8,58,51,53,59,3,35,97,43,22,25,43,83,53,54,88,61,96,66,19,0,56,0,85,12,63,7,57,23,83,6,86,60,82,75,83,33,68,14,33,47,9,69,40,26,22,77,40,38,20,0,67,96,33,100,77,5,98,27,51,19,78,89,63,61,21,59,79,53,14,48,68,77,77,9,2,40,36,59,43,1,23,78,92,32,52,57,67,53,90,79,46,41,19,77,89,44,74,11,0,5,4,85,77,15,54
2019-07-08,69,47,47,50,0,84,11,20,85,8,68,53,16,6,11,55,38,36,21,55,81,16,42,48,10,83,58,0,27,55,67,88,81,68,65,0,46,74,69,58,48,71,47,41,36,54,0,29,33,79,0,59,2,68,15,75,30,76,54,68,71,42,43,46,12,49,93,80,86,3,50,59,75,45,0,84,14,47,28,22,47,53,60,38,88,16,82,23,69,16,63,76,13,68,52,77,76,43,66,62,59,52,81,67,40,5,75,18,23,52,51,61,71,61,78,74,46,4,92,9,20,44,66,1,37,55,24,0,11,36,43,58,59,4,22,90,34,21,33,31,67,52,49,91,59,81,53,17,0,48,0,74,6,73,10,54,20,71,8,75,40,77,80,73,33,66,16,18,60,7,74,34,29,23,79,34,32,34,0,63,85,35,85,72,5,91,13,48,25,69,66,48,52,21,46,83,47,0,26,56,81,47,6,6,59,31,61,35,0,12,97,96,26,69,63,46,51,75,94,36,36,24,61,78,47,72,11,5,8,6,74,76,20,37
2019-07-09,73,45,54,49,0,89,10,21,62,10,63,54,16,7,23,66,41,35,21,52,78,16,51,50,12,82,71,50,29,60,71,90,76,49,60,0,50,69,39,72,67,66,48,45,32,55,1,26,52,83,0,64,3,60,18,65,43,74,69,64,73,47,58,45,16,25,97,79,90,0,51,63,67,40,0,83,7,44,38,20,46,54,61,33,90,17,76,31,90,21,54,63,19,66,55,76,61,48,52,55,60,52,84,77,52,3,78,15,22,56,52,77,52,56,89,74,44,2,93,9,20,45,73,2,42,58,28,0,7,38,43,44,55,2,27,81,23,21,54,47,75,52,58,75,62,84,59,15,1,49,0,75,5,62,8,55,28,74,9,77,35,84,67,73,32,63,16,22,56,6,66,44,29,22,79,40,35,43,0,55,77,47,80,70,4,59,28,52,35,70,62,51,53,27,52,64,43,0,26,61,82,55,7,3,60,24,65,36,0,5,85,93,28,75,52,46,52,77,95,29,36,28,65,79,45,66,18,0,14,5,72,77,47,40
2019-07-10,73,44,49,48,0,86,13,22,66,6,61,52,15,7,45,65,41,33,20,50,87,19,44,46,15,86,55,49,27,56,64,88,76,77,61,8,45,76,47,45,50,64,63,45,40,58,1,27,43,77,0,60,2,60,20,67,42,73,44,50,69,48,65,51,13,49,91,81,88,3,53,63,77,20,0,76,10,52,36,19,42,45,61,36,82,22,75,8,75,0,58,58,19,70,55,80,71,47,48,62,60,56,81,66,52,3,70,11,20,56,53,77,61,61,92,71,50,3,81,9,17,37,71,0,31,47,32,0,9,31,44,41,51,3,30,72,60,18,56,35,67,53,54,70,65,82,59,18,1,37,0,74,6,72,8,49,25,71,6,80,57,82,62,72,29,57,15,24,80,6,64,45,23,20,79,44,31,43,0,54,79,25,85,65,4,44,35,40,21,63,62,51,58,26,48,61,48,0,47,60,74,49,6,5,51,24,61,36,0,8,82,89,30,69,57,40,50,78,93,29,35,26,65,75,42,65,13,2,5,5,88,75,70,37
