date,Senorita,Bad Guy,Truth Hurts,Old Town Road,Ran$om,Talk,No Guidance,I Don't Care,Goodbyes,If I Can't Have You,Someone You Loved,Sucker,Money In The Grave,You Need To Calm Down,Sunflower (Spider Man: Into The Spider Verse),The Git Up,Suge,Beautiful People,Lover,Boyfriend,The London,Hot Girl Summer,Dancing With A Stranger,Baby,Beer Never Broke My Heart,Hot,Pop Out,"Hey Look Ma, I Made It",Wow ,Without Me,Speechless,Bad Bad Bad,Motivation,Knockin' Boots,My Type,How Do You Sleep?,7 Rings,Panini,Cash Shit,Rearview Town,God's Country,Trampoline,All To Myself,Whiskey Glasses,Shotta Flow,Only Human,Slide Away,Otro Trago,One Thing Right,China,The Ones That Didn't Make It Back Home,Clout,Queen Of Mean,Easier,What's The Move,Callaita,On Chill,ME,I Don't Know About You,Just How It Is,Surf,Call You Mine,Go Loko,Lalala,Never Really Over,Raised On Country,Living,Press,Time,Sup Mate,Southbound,Hate Me,No Me Conoce,Love You Too Late,Won't Be Late,It's You,Tip Of My Tongue,Heartless,Ballin',Prayed For You,Soltera,Light It Up,Juicy,Lil Baby,Right Back,EARFQUAKE,F N,Buy My Own Drinks,Mac 10,What Happens In A Small Town,Some Of It,Ecstasy,What If I Never Get Over You,Uno,Daddy,We Were,Baby Sitter,Takeaway,Every Little Thing,Did It Again,Happier,Sweet But Psycho,Better,Going Bad,Talk You Out Of It,Gold Roses,Just Us,Small Talk,Night Falls,Snake Skin,24/7,Love Ain't,Sanguine Paradise,Rodeo,Tap,La La Land,Que Pretendes,Single Again,Worth It,Shallow,Trust Issues,How About Now,The Motion,Dreams Money Can Buy,Hot Shower,Club Paradise,Antisocial,Fear Inoculum,Days In The East,Before I Let Go,High Hopes,Sicko Mode,Cross Me,The Archer,Leave Me Alone,The Search,Baguettes In The Face,MEGATRON,All Day Long,Do You Remember,Calma,Cool,Nightmare,Rumor,Act Up,GIRL,Con Calma,Middle Child,Brown Skin Girl,Under The Sun,Mood 4 Eva,Wish Wish,South Of The Border,Pure Water,Remember The Name,Walk Me Home,Look What God Gave Her,BLOW,Like A Rodeo,Spirit,Best Part Of Me,Wake Up,Eastside,Look Back At It,Down Bad,Good As You,Costa Rica,Out The Mud,Girls Need Love,Mother's Daughter,Ocean Eyes,Higher Love,Don't Check On Me,Homicide,Please Me,When I Grow Up,Eyes On You,Bacc At It Again,"Break Up With Your Girlfriend, I'm Bored",Here With Me,Love Someone,Big Ole Freak,You Stay,Baila Baila Baila,Omerta,Summer Days,When The Party's Over,Envy Me,Miss Me More,Sanctuary,Rescue Me,Te Robare,Robbery,Racks In The Middle,Beautiful Crazy,Close Friends,Bury A Friend,Even Though I'm Leaving,Put A Date On It,Heaven,Please Tell Me,On My Way To You,Amor Genuino,XanaX Damage,Government Official,Murder On My Mind,Isis,Boy With Luv,Shut Up About Politics,Under Enemy Arms,Night Shift,A Lot,Thotiana,Higher,Who Do You Love,Don't Call Me Up,Earth,Juice,HP,Mixed Personalities,Paradise,Triggered,Girls Like You,I Think,Celebrate,Jealous,Running Out Of Time,Igor's Theme,New Magic Wand,A Boy Is A Gun,What's Good,Puppet,Weather The Storm,Here Tonight
2019-07-11,78,73,48,53,0,85,13,25,60,7,66,48,14,9,45,65,32,35,21,50,75,19,52,49,25,85,71,0,24,61,66,91,72,57,66,0,48,66,60,45,56,67,60,40,39,46,0,26,35,76,43,52,2,65,15,81,33,75,35,58,70,39,52,44,11,74,92,80,84,0,66,65,80,50,0,73,10,44,35,19,49,43,62,37,78,27,70,31,77,11,57,66,15,69,54,73,54,52,72,65,67,47,82,74,41,3,79,11,19,55,48,63,33,63,89,63,52,4,92,10,18,45,64,0,28,53,32,0,11,31,46,51,58,4,29,67,45,19,30,41,67,53,47,68,63,84,60,16,0,41,0,71,17,65,38,42,30,71,10,82,55,88,75,79,30,69,15,24,63,5,80,44,14,22,88,35,35,43,0,57,77,25,80,67,4,43,24,62,22,69,72,50,62,24,46,59,52,6,21,59,76,73,7,5,52,26,59,31,0,3,83,92,21,69,61,49,52,79,96,27,34,23,57,84,42,73,8,2,5,6,80,86,100,40
2019-07-12,89,100,54,70,0,87,12,27,60,9,71,55,16,7,12,75,37,44,21,49,79,15,57,49,20,84,68,51,23,57,67,91,65,82,66,0,47,76,52,51,44,67,66,52,34,52,0,31,55,77,0,55,2,66,21,81,61,83,31,47,75,48,56,51,15,55,86,78,85,0,67,71,99,62,0,78,100,36,38,20,50,57,71,39,86,26,74,32,76,11,56,64,16,69,56,78,66,69,46,51,61,51,80,82,77,2,70,12,22,58,56,67,40,82,90,77,55,7,84,10,20,30,64,0,34,52,100,0,4,31,43,66,65,4,25,70,43,17,42,40,71,53,56,71,61,86,59,17,1,48,0,77,97,59,100,44,26,81,100,77,68,80,88,62,36,58,16,21,45,5,86,39,11,24,81,35,33,18,0,66,81,38,79,74,3,39,20,51,22,74,82,65,62,33,54,62,59,0,11,61,87,79,7,3,55,32,58,38,1,8,86,86,32,66,56,57,54,83,89,20,36,20,67,81,39,63,13,0,11,1,85,78,92,63
2019-07-13,100,88,60,78,0,85,16,27,63,9,78,67,15,8,40,88,41,45,25,54,79,17,60,54,20,97,58,0,26,65,74,94,61,100,74,9,53,95,74,90,94,89,75,55,46,50,1,33,50,76,0,52,3,61,21,83,69,96,70,78,86,55,63,47,13,87,88,62,83,0,55,71,94,59,0,82,52,51,33,16,62,80,75,40,77,20,70,28,70,13,61,76,18,70,62,84,100,90,86,65,69,50,81,71,78,3,96,16,26,53,57,84,23,100,82,74,52,4,88,12,17,47,63,0,54,56,97,0,6,45,57,66,70,4,37,61,44,22,47,47,83,55,60,79,71,93,66,15,0,56,0,81,100,76,80,55,29,90,51,82,60,87,73,89,33,64,15,32,57,5,91,53,5,25,82,43,36,41,100,73,88,48,86,85,5,47,20,55,26,81,98,62,62,28,65,60,54,21,12,71,89,86,6,2,47,39,66,45,0,3,97,92,37,59,57,50,54,95,88,59,41,23,73,89,42,77,14,0,2,10,96,82,87,77
2019-07-14,92,70,54,65,0,85,13,25,52,9,73,59,13,7,26,85,38,43,24,56,81,23,53,55,25,94,56,0,27,63,67,93,61,59,71,0,50,83,63,72,79,89,96,57,53,53,0,30,43,75,99,49,1,67,29,91,83,91,45,61,83,39,69,50,14,57,93,63,89,0,62,75,95,52,2,77,36,52,43,25,54,66,73,38,88,15,73,54,66,31,63,86,18,72,59,84,69,78,82,61,58,61,85,72,55,3,81,13,20,80,55,49,40,82,79,80,45,6,95,11,24,40,79,0,39,51,96,0,4,36,58,58,66,10,33,61,100,17,37,42,78,54,62,76,52,96,68,13,1,46,1,83,78,63,55,69,32,83,26,78,53,84,74,87,31,65,14,23,59,6,80,41,15,20,88,30,32,40,0,68,89,49,88,78,5,50,15,58,27,80,92,51,53,24,65,60,58,0,24,67,99,90,7,0,48,27,63,36,0,6,75,97,31,55,61,28,53,89,81,29,38,23,65,84,45,69,13,2,5,8,72,87,44,49
2019-07-15,81,57,44,51,0,91,10,22,48,10,69,49,13,6,11,61,31,38,20,53,81,20,42,48,16,84,65,0,22,55,52,91,82,71,58,0,43,75,75,41,46,69,99,51,40,42,1,29,45,78,0,57,2,60,26,80,59,79,65,69,76,42,49,46,11,46,93,79,88,0,62,62,68,51,0,77,25,36,44,15,49,51,61,37,86,13,74,16,77,11,66,83,23,71,54,80,71,47,47,67,53,46,85,88,45,3,86,14,18,65,54,62,39,66,86,71,48,5,100,9,16,54,73,1,30,50,75,0,2,34,42,45,61,5,33,70,58,14,44,41,65,51,52,63,59,83,55,14,1,40,0,82,63,78,46,53,14,74,24,78,46,84,70,66,31,72,16,12,57,4,75,33,8,26,94,23,36,35,0,64,78,55,84,61,6,47,13,37,16,67,72,52,51,30,42,59,49,18,32,58,77,80,8,5,56,27,61,31,0,15,79,91,27,64,53,53,54,79,97,32,35,23,63,75,46,65,16,2,8,7,85,85,26,59
2019-07-16,82,53,54,53,0,89,12,22,56,6,66,51,13,7,0,68,35,38,21,54,78,23,45,47,12,81,65,0,22,54,54,85,78,51,60,8,43,75,68,49,39,68,68,44,42,50,1,25,40,78,0,53,3,67,30,73,72,78,69,44,73,37,50,45,15,62,95,82,91,0,64,67,80,40,0,86,22,51,39,15,48,55,60,41,88,18,69,16,76,11,59,75,18,72,62,76,63,48,73,69,52,38,83,72,59,2,78,17,16,49,54,69,31,56,95,79,48,4,95,9,18,40,69,0,39,49,72,0,7,31,38,56,57,4,25,70,60,16,31,50,62,53,49,72,61,82,50,19,1,40,1,80,60,71,39,45,30,76,17,76,43,83,81,81,34,55,16,27,51,6,80,29,6,20,86,33,35,9,0,68,80,37,80,64,5,42,22,35,27,66,79,42,57,29,53,61,51,0,21,56,72,75,6,3,61,28,64,32,0,5,84,89,19,64,54,34,58,79,97,27,36,24,60,75,47,67,13,2,6,6,77,78,17,38
2019-07-17,84,51,52,55,0,88,11,22,44,8,65,48,14,9,23,68,35,37,20,49,87,20,50,48,15,85,54,25,22,57,56,88,74,56,60,8,42,73,53,64,62,65,65,54,45,58,0,23,46,78,0,57,3,65,23,80,59,78,50,62,72,47,49,55,15,33,95,88,85,0,54,65,82,15,0,86,29,43,36,23,45,56,61,40,87,16,65,8,88,16,67,68,17,70,58,78,54,49,81,67,60,41,84,63,60,3,79,12,26,56,54,70,43,58,100,75,52,6,91,9,22,53,72,1,31,56,79,0,6,33,47,50,58,3,27,67,42,18,35,41,62,54,50,66,52,85,54,16,1,33,0,78,46,64,38,49,33,76,19,90,33,86,76,68,30,78,16,17,32,4,72,32,12,21,90,26,34,35,0,55,80,38,79,63,4,52,15,49,21,71,75,53,55,19,62,65,40,6,16,62,82,63,5,0,38,27,64,29,1,15,82,95,28,66,61,53,56,80,93,32,36,27,67,81,44,71,16,2,3,6,83,87,17,40
2019-07-18,83,52,51,55,0,88,12,22,47,7,72,53,12,7,12,68,36,41,21,48,77,21,55,47,13,85,61,26,20,60,53,85,69,67,66,8,44,71,59,28,49,67,77,45,35,54,1,26,90,72,0,67,2,59,13,79,55,79,36,56,74,39,50,50,16,86,94,78,84,0,55,91,71,16,0,79,25,48,33,20,47,61,65,46,83,14,72,25,71,17,52,64,18,68,56,68,59,50,54,62,57,47,81,68,50,4,90,16,23,57,53,83,38,62,99,73,53,3,90,10,22,44,74,2,34,61,65,0,6,37,47,48,58,3,27,68,71,15,33,43,66,54,51,74,53,87,56,14,1,36,1,78,43,60,36,70,23,71,22,83,32,79,81,60,38,56,17,18,69,4,65,39,11,20,90,27,34,18,0,54,82,51,83,65,4,69,23,44,29,69,72,46,58,28,58,60,46,12,16,61,74,55,5,7,59,33,58,38,0,8,87,85,25,64,63,26,55,81,90,29,37,29,64,80,40,67,10,5,5,5,86,83,16,49
2019-07-19,85,55,55,58,0,86,13,22,49,10,65,55,14,6,12,76,36,35,21,47,78,20,55,49,18,86,65,27,20,58,62,85,63,71,60,77,44,74,59,48,67,70,62,55,50,52,1,30,86,78,0,66,2,56,16,80,57,84,53,57,79,44,45,56,14,75,91,69,87,0,77,78,81,38,1,89,21,46,34,15,53,42,66,41,85,20,69,42,61,34,52,67,10,68,63,77,63,80,77,78,56,46,77,62,56,3,83,18,23,38,55,59,35,71,98,77,60,4,83,11,15,37,63,1,37,65,70,0,12,38,48,53,59,3,35,65,61,17,32,31,65,54,51,74,52,90,59,16,100,30,100,77,43,68,31,56,25,74,15,81,31,85,92,54,25,59,16,13,78,4,69,42,4,22,83,37,31,37,0,52,79,40,80,73,3,50,26,50,24,67,64,56,54,31,55,73,63,19,11,61,73,73,4,3,57,23,63,32,0,8,77,88,29,64,54,46,56,84,86,18,38,24,66,80,39,74,12,3,7,8,75,83,17,56
2019-07-20,99,58,67,63,0,88,14,26,49,11,82,62,14,7,14,100,100,42,24,51,82,30,54,52,21,98,72,0,22,60,66,91,56,82,63,48,47,79,76,49,86,90,53,60,100,60,0,31,74,79,0,64,6,61,12,95,71,98,30,42,86,55,61,57,15,74,93,62,90,0,68,100,93,42,0,84,31,47,33,30,54,71,81,47,86,17,69,28,55,26,51,76,13,69,66,81,75,88,64,60,60,53,79,83,62,4,75,17,36,70,58,76,46,92,93,81,48,4,88,11,17,45,57,1,42,54,66,0,9,54,63,54,64,3,37,62,64,18,24,51,73,55,54,68,59,99,65,16,88,45,70,80,45,69,32,60,34,83,16,85,31,84,68,64,35,58,16,21,53,4,86,47,7,20,81,29,28,42,0,67,94,61,87,74,6,53,18,59,20,76,84,50,57,38,71,55,54,0,57,71,86,75,7,4,33,30,65,34,1,12,71,93,31,52,75,59,57,92,81,28,40,21,81,87,41,85,18,2,2,7,83,79,11,62
2019-07-21,99,58,60,59,0,86,15,27,49,8,74,62,15,6,54,92,56,39,23,56,82,32,50,56,10,100,72,0,23,68,61,93,66,93,68,9,45,78,81,54,71,90,66,58,62,57,0,30,51,80,0,61,2,61,30,100,49,98,29,40,88,48,62,59,16,69,98,64,88,3,50,87,84,48,2,88,26,58,47,27,56,62,79,45,89,11,66,37,55,13,50,70,13,70,68,85,78,76,61,87,59,55,81,71,62,2,79,11,26,55,56,80,55,79,78,89,47,2,89,12,18,38,73,1,41,46,62,0,7,39,52,47,64,4,34,58,50,16,70,46,77,56,84,78,61,97,64,18,57,31,33,82,39,66,32,56,21,83,22,90,29,87,76,71,27,64,17,26,55,3,70,60,11,20,81,22,42,41,0,52,91,70,92,83,7,45,21,70,33,79,94,52,54,28,54,58,53,0,13,69,84,52,6,7,54,28,66,33,0,15,83,100,31,51,56,48,56,94,80,18,41,25,72,81,47,78,9,0,4,3,92,73,25,53
2019-07-22,78,48,51,45,0,87,10,21,52,8,67,55,14,7,0,64,46,36,21,50,78,22,47,50,13,85,56,26,20,54,53,89,77,61,66,16,38,67,64,56,55,68,58,45,66,53,0,25,64,82,45,53,2,58,34,78,42,81,51,51,77,41,52,54,10,69,98,75,83,3,61,78,73,37,0,85,13,54,42,15,50,61,70,37,86,15,66,8,67,22,57,67,11,71,57,74,64,46,45,65,55,40,79,67,50,2,79,15,22,49,60,57,42,60,86,75,56,1,94,9,19,57,68,1,37,64,57,0,4,32,46,44,54,3,26,64,71,15,47,51,62,52,62,100,60,86,44,16,45,40,31,75,34,68,23,37,20,69,7,81,19,84,79,53,26,56,20,8,58,4,69,43,5,20,83,29,33,36,0,60,86,32,86,58,5,37,23,53,15,71,78,41,53,30,61,57,47,12,27,57,76,70,5,0,50,22,61,26,0,10,86,93,28,62,53,32,58,80,92,28,36,26,51,77,40,72,12,0,3,1,84,86,15,34
2019-07-23,77,51,61,53,34,90,10,21,44,9,65,54,17,7,23,57,50,34,22,50,72,27,44,50,17,89,66,0,20,59,47,89,74,68,58,49,43,66,74,56,40,65,63,44,69,53,0,23,51,78,89,51,3,61,16,74,52,77,51,59,77,28,28,48,10,81,95,78,86,0,43,79,66,52,3,79,21,50,38,18,48,63,65,45,75,17,79,24,72,22,61,58,13,83,58,76,82,50,79,80,54,47,83,61,30,5,73,15,17,59,79,63,32,57,93,73,41,4,91,9,20,52,76,0,41,44,62,0,8,21,41,49,52,59,31,66,43,14,26,41,65,57,61,80,58,85,54,15,42,27,19,81,32,63,20,41,32,71,5,85,23,86,78,53,32,64,18,20,45,3,74,43,9,22,82,26,31,53,0,54,86,42,90,64,4,36,18,55,16,71,69,44,53,30,50,62,43,6,38,61,74,56,6,0,43,22,65,31,0,10,86,94,28,62,60,32,55,79,88,30,45,30,58,76,39,70,10,3,10,4,87,84,30,36
2019-07-24,72,47,58,47,34,85,12,21,43,7,65,50,11,6,0,62,42,35,22,47,85,34,43,48,14,85,57,26,20,59,49,87,76,64,57,50,40,68,59,52,41,59,79,39,55,46,1,25,61,78,0,50,2,67,8,73,68,78,83,53,76,38,42,48,12,69,91,77,87,0,42,75,82,21,0,81,26,34,41,25,46,73,70,42,83,7,73,16,84,22,58,69,12,73,55,76,69,56,73,76,58,45,80,59,39,2,73,12,18,45,83,66,24,62,95,85,50,4,83,9,17,41,75,1,42,55,55,0,8,39,43,44,49,100,28,70,44,15,44,35,63,58,57,57,59,83,52,16,39,33,22,74,33,63,19,48,26,70,11,80,18,85,78,54,33,57,16,21,61,3,67,41,10,20,78,26,42,54,0,60,74,37,86,62,4,32,9,50,10,69,75,40,50,25,48,65,50,6,38,59,65,82,5,5,56,34,60,27,0,11,75,90,20,63,65,39,51,79,87,20,39,24,58,79,41,67,13,0,3,2,83,89,25,44
2019-07-25,75,53,60,55,0,84,11,21,44,9,62,46,13,6,12,73,43,35,20,47,81,23,33,49,12,87,58,26,20,56,51,87,67,56,57,0,40,65,58,61,59,59,52,54,63,49,1,51,64,74,45,51,5,63,37,82,39,77,31,62,76,40,64,54,13,65,91,78,84,3,58,76,75,32,0,86,17,41,32,23,48,67,69,43,80,12,72,66,75,22,50,58,21,68,56,82,52,66,92,80,54,47,78,66,66,5,71,12,21,44,67,66,34,60,94,75,47,1,80,9,21,45,69,0,41,54,53,0,8,37,44,36,45,34,32,75,52,15,33,37,65,64,53,73,57,84,54,19,32,21,14,78,30,62,21,47,13,75,3,76,25,90,78,66,29,63,16,18,31,3,55,38,10,20,75,32,31,18,0,48,78,39,85,85,3,40,18,56,18,70,76,42,60,28,57,68,41,13,5,59,67,44,8,2,49,30,58,27,0,13,90,88,25,63,52,45,50,79,87,42,37,23,61,77,44,64,9,2,5,4,82,99,16,30
2019-07-26,77,55,73,62,0,85,53,21,39,3,74,54,15,6,24,65,38,33,21,46,77,34,55,48,12,85,59,0,19,57,52,88,60,75,63,8,46,71,72,72,52,69,72,39,49,58,1,100,63,78,0,53,3,64,38,70,60,85,42,40,76,39,51,46,13,48,87,66,89,0,59,77,91,43,1,80,19,46,100,19,49,69,87,40,86,14,65,75,70,11,49,57,18,69,62,77,66,90,66,80,59,49,79,66,63,100,70,10,28,65,56,50,29,62,95,76,50,100,81,9,16,60,63,1,75,53,47,0,8,41,46,50,50,20,100,98,48,13,100,100,63,54,50,70,49,86,49,19,48,34,18,73,29,55,19,55,17,100,13,77,20,81,75,60,27,49,16,6,44,3,66,39,2,20,83,24,35,74,0,55,73,37,82,100,5,34,9,51,16,68,67,31,61,20,62,46,57,6,39,61,76,53,5,3,52,28,59,33,0,8,87,87,21,58,60,26,51,84,84,20,39,23,66,80,45,70,13,3,2,3,86,100,18,58
2019-07-27,90,60,76,68,0,82,84,24,48,7,67,61,16,8,13,90,39,34,24,49,78,38,59,51,22,96,63,29,20,66,62,93,57,80,65,19,46,78,68,94,80,92,53,48,60,70,0,64,75,78,0,48,8,55,12,78,37,100,75,58,87,39,58,51,14,82,85,56,89,0,71,89,98,41,0,77,22,54,100,13,47,66,100,45,85,16,73,82,71,19,53,84,15,73,66,81,69,99,56,73,67,55,77,73,69,45,91,14,22,71,60,76,34,80,86,94,58,54,89,11,13,29,57,0,100,57,51,0,2,46,46,68,61,16,70,73,71,15,75,89,76,53,59,72,64,94,63,20,38,35,15,79,30,65,20,53,20,91,6,79,23,85,80,64,28,50,15,8,54,4,72,48,7,20,80,27,36,30,0,58,89,50,86,94,4,32,38,54,31,72,90,43,59,16,78,70,49,0,18,73,93,36,6,4,38,36,60,37,0,15,93,91,30,51,51,47,53,92,85,20,39,22,77,86,42,75,12,2,0,6,91,79,16,52
2019-07-28,89,57,74,60,77,89,52,24,46,9,76,59,13,7,13,85,39,45,24,54,84,33,46,53,14,93,61,59,24,60,56,98,64,80,65,65,41,71,100,95,64,91,87,60,62,61,1,50,83,80,0,51,5,65,21,86,59,96,52,68,90,45,59,61,13,97,98,61,89,0,70,87,88,36,1,86,22,50,74,25,45,71,77,42,82,16,76,37,75,13,49,74,10,77,66,100,72,87,63,77,62,52,84,75,74,25,81,13,34,60,60,24,45,70,77,87,62,28,93,17,15,44,70,1,84,48,49,0,13,36,47,41,55,16,64,73,58,18,60,79,71,53,66,75,55,97,60,16,33,39,13,84,33,60,22,38,17,93,20,82,16,96,79,70,28,60,16,26,43,3,86,48,5,20,79,33,32,61,0,57,90,39,84,81,4,31,8,59,28,82,91,41,63,22,64,66,39,7,31,79,99,50,6,0,28,32,78,33,1,3,83,96,26,53,61,69,54,92,81,37,41,22,71,88,43,76,16,2,5,8,82,85,17,69
2019-07-29,68,45,63,61,0,86,48,20,46,6,70,45,10,7,0,66,48,33,22,48,76,28,32,49,15,84,58,0,21,54,46,88,83,53,64,25,37,70,77,61,42,71,77,46,48,49,1,41,66,79,0,50,7,59,16,72,58,79,57,56,80,43,35,53,12,52,94,75,90,0,62,72,76,63,1,76,22,42,61,19,50,59,62,40,78,10,75,8,76,33,51,67,18,71,59,73,67,66,45,57,63,50,82,66,43,23,65,18,19,60,57,79,46,53,86,71,43,53,91,9,16,36,69,0,71,54,48,3,8,29,41,49,47,12,56,82,40,19,79,63,62,51,57,75,47,86,52,16,30,28,12,77,26,58,22,44,25,79,12,77,22,87,78,60,25,62,16,11,56,4,60,42,8,23,78,29,31,27,0,50,85,45,83,69,7,36,9,50,15,69,73,39,55,31,34,61,49,31,33,66,69,55,5,0,61,22,55,27,0,5,83,88,24,62,49,32,53,78,91,22,37,26,60,74,46,73,15,0,5,6,88,78,14,39
2019-07-30,72,45,61,84,34,87,46,20,44,7,76,55,14,5,12,63,64,28,21,50,77,25,45,49,16,84,56,26,20,56,46,88,76,67,67,25,38,70,83,47,39,71,37,38,57,51,0,39,59,76,0,52,5,70,21,69,60,77,51,52,78,37,32,52,12,64,93,74,89,3,59,74,84,37,0,81,16,38,49,27,41,61,65,41,84,14,68,24,77,22,54,65,18,72,56,73,64,60,78,66,60,39,88,65,46,19,81,15,24,66,62,70,36,55,87,82,45,62,95,9,19,30,69,0,61,57,52,10,11,19,50,51,46,12,57,75,31,17,39,56,54,50,53,68,55,82,45,16,31,32,12,81,26,62,14,43,15,85,1,82,16,87,78,63,33,63,15,11,40,3,60,45,12,22,78,25,36,54,0,48,86,43,84,75,5,33,18,41,12,69,74,28,53,30,57,64,40,6,33,59,76,63,4,6,42,23,55,30,0,8,97,91,20,63,64,45,52,79,93,37,39,26,57,79,46,67,12,0,2,5,87,90,22,49
2019-07-31,67,48,63,61,0,87,41,19,41,8,76,51,13,7,0,58,41,34,21,49,73,17,40,48,14,81,64,26,20,57,45,89,75,32,58,50,38,71,67,47,36,68,48,39,41,47,0,33,62,80,45,48,8,61,27,68,47,77,41,39,77,27,42,48,12,39,92,74,89,0,51,78,75,42,1,75,18,49,47,23,42,60,63,44,78,14,72,16,67,11,53,61,18,72,56,77,61,68,64,77,55,35,82,63,58,15,71,17,24,50,60,66,40,56,88,71,47,41,83,9,16,42,68,1,56,59,51,4,4,25,40,40,47,9,47,70,43,17,54,48,60,51,57,71,56,87,47,16,32,34,13,82,24,58,12,43,13,88,15,82,20,83,75,60,31,61,16,17,46,4,68,43,8,30,79,27,38,36,0,45,80,31,82,71,4,29,20,39,25,71,76,34,48,17,50,64,51,12,27,60,66,48,6,2,47,33,59,26,0,11,75,90,31,62,46,32,54,80,89,22,41,24,57,82,44,65,14,0,2,5,84,81,23,39
2019-08-01,64,47,59,53,0,86,34,18,41,6,75,46,14,6,58,63,44,31,21,71,72,22,51,47,11,82,58,0,20,53,45,85,71,54,61,16,37,62,64,60,37,62,57,47,52,53,0,33,55,82,44,48,8,61,23,77,57,79,35,41,73,44,38,53,13,25,90,71,85,3,59,80,72,26,0,79,28,37,53,24,42,62,64,40,77,13,77,40,67,27,50,66,22,72,54,74,60,56,66,74,51,40,81,53,64,16,69,13,19,49,55,79,36,57,89,75,55,34,88,9,23,58,61,9,61,64,38,3,6,26,44,35,50,8,53,71,23,15,56,50,63,50,55,65,48,85,51,19,29,30,12,82,27,64,16,40,14,83,12,80,18,81,79,51,25,50,16,19,52,3,71,44,8,28,78,22,37,27,0,53,73,26,84,61,3,31,24,48,17,68,72,40,56,24,52,59,46,0,38,59,57,67,3,2,69,27,62,23,0,3,91,85,14,61,59,38,55,77,92,37,36,21,59,78,50,67,30,0,6,1,78,78,14,46
2019-08-02,70,49,70,55,0,91,32,18,42,8,82,51,16,7,12,77,36,34,22,100,74,20,44,46,9,81,58,27,21,61,43,87,61,63,64,59,45,67,72,48,32,65,66,43,51,61,0,34,65,84,0,50,9,60,24,79,46,82,58,49,80,55,28,59,12,53,83,63,86,0,74,75,76,59,0,76,23,45,45,26,49,53,67,39,91,12,74,25,76,17,50,74,18,70,57,75,56,81,71,71,57,48,77,70,75,12,70,14,30,49,64,63,37,66,92,61,47,34,83,9,100,100,94,100,64,100,46,5,100,25,51,36,49,8,47,68,36,15,43,43,64,51,58,65,57,83,55,13,30,28,13,81,29,57,16,42,20,84,8,78,12,79,83,71,28,54,14,12,54,3,67,41,2,23,78,26,35,37,91,44,82,33,78,72,3,31,7,56,30,69,88,37,53,17,54,72,39,0,28,60,71,64,5,0,48,28,58,26,0,13,77,86,22,55,53,56,52,83,84,11,38,25,51,77,47,68,53,3,5,5,80,73,20,50
2019-08-03,79,54,66,62,0,88,30,23,46,7,92,56,16,7,0,93,41,38,25,78,75,21,55,52,14,90,65,0,21,64,51,90,55,55,66,46,44,68,71,73,54,88,58,60,51,57,1,35,72,83,100,45,67,56,18,70,55,98,57,45,87,39,45,54,12,43,85,56,86,0,66,70,72,41,2,78,16,59,54,28,53,50,77,39,86,16,69,100,79,12,44,66,18,71,62,76,65,99,77,80,61,42,78,53,82,9,91,13,65,63,63,73,22,81,82,73,60,29,87,11,70,74,83,43,53,78,47,3,58,36,53,55,54,8,49,63,70,18,52,54,63,52,64,65,49,92,54,14,30,32,15,85,30,63,17,57,15,91,8,83,20,86,75,61,28,48,15,16,48,4,79,49,7,28,72,34,32,50,0,48,89,45,85,75,4,31,18,68,16,73,90,44,57,25,68,68,40,0,24,68,71,64,5,4,36,23,62,29,0,15,87,90,23,53,56,50,49,91,83,34,41,17,63,84,51,75,77,0,2,3,84,73,18,54
2019-08-04,72,51,71,59,0,85,29,21,39,7,85,61,18,6,13,90,58,37,26,74,83,21,41,52,17,91,62,29,23,64,46,91,59,60,68,9,45,71,63,53,48,84,49,56,45,63,1,34,49,81,0,49,90,69,36,71,57,95,64,52,100,58,38,55,11,63,91,61,86,0,49,81,77,30,0,85,23,46,38,35,49,64,71,36,100,13,100,83,65,31,48,72,25,75,61,81,71,83,63,72,63,55,78,56,44,13,74,18,100,56,63,74,36,69,76,94,46,26,88,10,38,68,78,21,53,70,47,3,28,22,50,55,53,6,44,63,67,14,40,48,60,50,65,74,50,95,46,15,26,42,13,95,25,57,15,42,20,86,0,82,16,87,71,66,29,62,16,22,52,3,63,48,4,32,79,24,39,51,100,77,81,28,86,79,4,30,15,43,16,77,87,29,55,16,67,81,42,7,19,71,77,65,4,5,42,23,65,29,0,9,81,99,26,49,60,33,52,96,74,20,41,19,61,81,54,71,100,2,2,6,89,84,19,47
2019-08-05,59,44,54,52,0,87,24,17,47,7,72,46,12,5,12,69,36,30,22,62,78,26,39,47,24,79,58,26,21,53,41,88,77,95,61,41,38,62,64,42,81,75,81,44,36,62,0,30,58,93,0,43,90,63,21,70,42,80,41,43,79,29,37,56,12,56,91,70,85,0,72,77,85,52,0,87,21,49,39,31,44,56,61,39,94,12,61,73,69,100,51,70,15,72,56,80,70,58,60,70,50,41,75,77,100,8,80,17,78,48,61,49,28,58,77,91,57,21,85,9,43,63,71,14,52,62,44,5,17,22,39,43,46,7,43,72,59,14,27,41,53,49,53,67,53,81,42,17,24,28,6,83,18,65,13,50,41,78,11,78,15,79,80,58,30,66,17,11,43,2,59,38,10,28,79,24,36,9,0,47,78,45,82,59,2,28,16,26,54,72,78,23,51,33,53,51,42,19,16,59,67,57,4,2,57,25,63,20,9,0,84,92,28,59,56,16,49,81,88,13,46,27,50,77,49,65,99,0,3,5,81,69,19,100
