date,Senorita,Bad Guy,Truth Hurts,Old Town Road,Ran$om,Talk,No Guidance,I Don't Care,Goodbyes,If I Can't Have You,Someone You Loved,Sucker,Money In The Grave,You Need To Calm Down,Sunflower (Spider Man: Into The Spider Verse),The Git Up,Suge,Beautiful People,Lover,Boyfriend,The London,Hot Girl Summer,Dancing With A Stranger,Baby,Beer Never Broke My Heart,Hot,Pop Out,"Hey Look Ma, I Made It",Wow ,Without Me,Speechless,Bad Bad Bad,Motivation,Knockin' Boots,My Type,How Do You Sleep?,7 Rings,Panini,Cash Shit,Rearview Town,God's Country,Trampoline,All To Myself,Whiskey Glasses,Shotta Flow,Only Human,Slide Away,Otro Trago,One Thing Right,China,The Ones That Didn't Make It Back Home,Clout,Queen Of Mean,Easier,What's The Move,Callaita,On Chill,ME,I Don't Know About You,Just How It Is,Surf,Call You Mine,Go Loko,Lalala,Never Really Over,Raised On Country,Living,Press,Time,Sup Mate,Southbound,Hate Me,No Me Conoce,Love You Too Late,Won't Be Late,It's You,Tip Of My Tongue,Heartless,Ballin',Prayed For You,Soltera,Light It Up,Juicy,Lil Baby,Right Back,EARFQUAKE,F N,Buy My Own Drinks,Mac 10,What Happens In A Small Town,Some Of It,Ecstasy,What If I Never Get Over You,Uno,Daddy,We Were,Baby Sitter,Takeaway,Every Little Thing,Did It Again,Happier,Sweet But Psycho,Better,Going Bad,Talk You Out Of It,Gold Roses,Just Us,Small Talk,Night Falls,Snake Skin,24/7,Love Ain't,Sanguine Paradise,Rodeo,Tap,La La Land,Que Pretendes,Single Again,Worth It,Shallow,Trust Issues,How About Now,The Motion,Dreams Money Can Buy,Hot Shower,Club Paradise,Antisocial,Fear Inoculum,Days In The East,Before I Let Go,High Hopes,Sicko Mode,Cross Me,The Archer,Leave Me Alone,The Search,Baguettes In The Face,MEGATRON,All Day Long,Do You Remember,Calma,Cool,Nightmare,Rumor,Act Up,GIRL,Con Calma,Middle Child,Brown Skin Girl,Under The Sun,Mood 4 Eva,Wish Wish,South Of The Border,Pure Water,Remember The Name,Walk Me Home,Look What God Gave Her,BLOW,Like A Rodeo,Spirit,Best Part Of Me,Wake Up,Eastside,Look Back At It,Down Bad,Good As You,Costa Rica,Out The Mud,Girls Need Love,Mother's Daughter,Ocean Eyes,Higher Love,Don't Check On Me,Homicide,Please Me,When I Grow Up,Eyes On You,Bacc At It Again,"Break Up With Your Girlfriend, I'm Bored",Here With Me,Love Someone,Big Ole Freak,You Stay,Baila Baila Baila,Omerta,Summer Days,When The Party's Over,Envy Me,Miss Me More,Sanctuary,Rescue Me,Te Robare,Robbery,Racks In The Middle,Beautiful Crazy,Close Friends,Bury A Friend,Even Though I'm Leaving,Put A Date On It,Heaven,Please Tell Me,On My Way To You,Amor Genuino,XanaX Damage,Government Official,Murder On My Mind,Isis,Boy With Luv,Shut Up About Politics,Under Enemy Arms,Night Shift,A Lot,Thotiana,Higher,Who Do You Love,Don't Call Me Up,Earth,Juice,HP,Mixed Personalities,Paradise,Triggered,Girls Like You,I Think,Celebrate,Jealous,Running Out Of Time,Igor's Theme,New Magic Wand,A Boy Is A Gun,What's Good,Puppet,Weather The Storm,Here Tonight
2019-08-06,61,42,58,44,68,86,28,19,38,8,77,45,11,5,0,63,43,35,21,61,76,27,45,46,18,83,58,0,21,52,42,85,70,49,60,16,41,65,58,69,47,68,66,36,41,53,0,29,68,98,44,41,91,63,21,62,72,78,56,51,77,37,38,43,12,51,90,75,83,0,47,76,79,21,0,80,20,49,43,31,45,48,59,35,88,10,71,8,76,17,48,69,13,71,56,77,66,56,53,69,54,41,79,71,84,12,75,12,76,44,55,57,12,58,87,78,49,21,83,8,30,49,79,17,60,69,41,8,23,28,39,47,45,7,43,69,43,14,55,44,55,50,53,66,48,85,44,18,24,36,9,90,23,65,15,38,18,78,5,81,16,87,79,52,32,45,16,29,33,3,52,46,8,28,82,23,26,62,0,59,84,30,86,63,3,28,22,38,20,69,76,29,55,22,50,50,35,12,16,60,74,58,4,6,47,19,62,20,5,8,87,90,19,61,60,35,50,79,88,28,100,26,54,80,41,66,69,2,2,2,84,75,19,56
2019-08-07,62,43,58,42,34,87,22,19,43,6,75,46,13,5,0,56,33,33,22,54,73,18,43,47,15,80,49,51,21,54,40,87,64,52,63,41,41,68,63,37,30,65,77,47,39,54,0,28,69,86,0,42,82,60,18,66,39,76,56,48,72,49,28,57,11,59,91,74,82,0,45,73,83,26,0,81,16,50,47,19,45,41,61,34,88,11,77,32,90,16,56,62,12,75,54,78,60,64,66,85,46,41,79,59,42,8,78,32,73,55,61,87,37,52,88,68,50,25,89,8,30,52,70,12,51,66,41,52,19,23,53,44,42,6,38,69,35,11,44,45,54,49,49,81,51,81,40,16,23,23,10,88,29,62,17,39,10,76,7,83,17,80,85,45,28,62,17,10,30,3,55,41,4,27,75,28,39,18,0,47,82,30,82,71,4,26,16,46,20,71,78,43,55,24,43,46,44,6,27,59,85,58,4,2,40,21,60,22,0,8,92,85,28,59,51,22,51,79,90,24,98,23,50,84,44,63,65,0,2,2,85,77,24,34
2019-08-08,60,38,63,41,0,87,23,17,45,5,81,48,11,7,0,64,45,32,21,51,75,23,38,46,21,80,56,51,26,53,47,85,62,45,55,65,36,67,79,32,39,61,49,49,44,52,0,28,61,85,0,39,82,56,18,61,53,75,46,42,73,34,39,50,11,47,90,78,87,0,56,75,73,62,0,88,16,45,40,22,43,50,66,37,94,11,77,48,76,44,45,76,17,72,55,73,75,60,50,93,54,44,80,51,57,12,65,28,83,57,56,54,36,57,85,65,43,17,83,8,32,65,64,8,56,62,41,39,13,21,46,41,49,6,40,69,35,13,58,45,54,51,59,68,53,82,42,18,20,29,7,86,23,63,16,41,29,79,12,81,14,84,89,58,24,54,16,15,40,3,63,46,11,28,73,25,34,53,0,52,75,40,76,68,4,30,11,48,17,73,76,29,57,22,42,50,38,0,0,58,56,73,4,5,43,26,64,25,0,10,80,88,24,59,56,47,50,82,89,13,59,26,57,76,44,66,48,3,6,5,83,78,18,43
2019-08-09,66,48,65,47,0,93,25,20,42,8,84,53,13,6,12,77,58,32,23,52,76,100,44,51,20,87,58,0,28,55,48,92,62,62,60,69,41,68,89,97,46,70,69,32,52,57,0,29,83,87,0,49,88,59,25,69,67,86,70,63,80,47,31,58,13,54,88,68,86,0,71,77,90,44,1,81,23,47,43,28,43,58,69,36,91,10,81,25,71,12,55,68,14,72,59,76,64,79,61,76,55,47,83,62,52,13,85,100,71,100,55,79,35,67,88,63,57,26,87,10,29,73,63,8,55,55,48,21,16,40,55,56,47,6,40,71,41,14,58,42,58,57,52,69,60,86,47,22,19,37,10,84,24,62,17,42,14,83,16,81,17,83,98,44,28,59,16,12,50,4,66,63,6,27,81,27,32,65,0,55,81,36,83,79,5,25,9,50,24,70,77,30,56,20,61,46,47,6,11,62,86,46,4,5,54,23,63,28,1,14,74,88,34,59,71,43,50,93,92,21,48,25,57,86,46,66,55,2,2,3,89,80,18,41
2019-08-10,74,51,65,54,38,86,26,18,47,13,91,52,17,6,13,89,68,39,25,55,78,81,41,50,21,88,56,0,28,65,54,91,49,67,67,74,44,74,79,100,84,83,56,75,42,63,1,29,72,83,0,42,100,62,36,79,72,99,41,37,93,37,46,56,13,82,85,57,88,3,74,85,76,47,0,81,25,61,30,38,51,53,74,41,81,12,78,83,90,38,39,93,19,72,59,77,57,97,64,99,51,54,80,67,95,11,77,50,86,62,60,88,36,74,82,95,47,17,90,12,27,34,68,6,49,56,52,16,4,28,53,51,53,7,42,62,53,16,39,55,63,50,58,75,47,94,49,20,19,38,5,85,30,63,19,53,17,89,14,79,15,84,76,36,29,54,15,19,43,3,72,71,0,21,78,25,38,10,0,52,79,41,83,82,3,29,23,45,21,78,86,52,60,28,62,73,49,14,49,69,76,51,5,4,32,23,62,30,1,21,81,90,30,53,73,54,49,100,81,17,45,20,68,85,47,71,52,2,5,4,83,80,13,88
2019-08-11,72,50,58,51,0,84,26,20,41,9,88,52,12,7,26,85,43,40,25,59,75,63,50,53,23,89,62,0,30,61,52,96,49,67,67,46,44,70,64,58,73,90,77,48,48,50,1,31,74,85,0,46,96,64,9,76,55,95,35,50,94,42,34,60,11,87,92,59,87,0,44,71,75,59,0,79,26,50,43,24,50,63,75,35,90,16,87,37,72,6,47,86,19,75,60,75,78,85,70,100,52,44,79,63,35,13,57,38,87,68,59,50,36,66,75,87,42,16,93,11,32,29,57,4,58,58,44,12,11,21,49,50,52,7,40,65,58,13,19,40,62,51,66,78,54,95,54,19,22,31,5,96,32,52,14,39,13,81,29,86,14,88,78,41,31,48,16,19,51,4,75,52,1,18,76,29,41,10,0,46,88,37,87,73,4,40,18,46,23,79,89,34,56,22,48,66,55,7,49,72,78,64,3,0,42,17,60,29,0,3,79,91,21,51,59,29,49,95,77,20,45,22,73,86,52,73,63,0,9,10,81,69,10,63
2019-08-12,62,39,50,41,0,88,21,17,38,7,86,47,12,5,0,70,39,30,22,53,82,59,38,47,10,82,57,52,35,49,43,91,77,46,59,75,33,64,69,75,42,67,62,44,45,59,1,24,65,91,0,36,80,61,16,60,60,79,31,48,78,35,27,48,11,60,97,76,88,0,64,66,81,42,1,87,18,33,38,26,43,58,65,36,99,11,81,41,91,28,54,72,15,87,57,82,64,56,40,67,54,38,84,63,58,11,60,35,65,63,62,66,40,55,84,68,40,19,89,9,28,36,80,10,46,59,37,10,8,23,49,39,44,7,36,67,28,16,35,43,54,55,59,74,49,87,40,100,20,29,4,96,22,53,13,35,25,74,7,81,13,85,82,38,27,57,17,14,25,4,59,40,5,21,84,27,30,45,0,53,88,47,87,72,4,33,20,46,18,73,94,23,62,14,48,60,39,12,22,57,75,65,4,3,47,23,61,26,0,5,86,91,20,60,60,35,52,88,91,22,46,22,54,83,61,64,45,0,0,6,87,70,12,37
2019-08-13,57,38,52,41,100,88,22,18,41,7,72,50,11,5,34,61,38,33,24,50,81,52,40,47,11,83,56,0,33,53,38,89,66,75,69,57,34,70,64,41,62,66,61,37,51,84,1,22,64,97,0,45,73,71,21,68,66,76,45,50,74,41,25,48,9,38,95,79,92,0,50,75,75,36,0,83,28,45,33,25,44,49,61,44,84,9,80,56,100,22,47,68,19,82,54,84,54,60,71,55,52,43,84,66,64,10,66,32,71,77,53,31,20,55,86,67,37,13,94,9,21,57,68,6,43,72,45,9,13,16,40,53,41,7,38,72,23,15,50,44,50,58,55,75,50,88,35,67,18,25,4,87,18,51,13,29,22,76,9,83,11,89,89,53,27,71,16,26,54,3,63,37,7,21,81,23,100,18,0,58,84,22,80,64,3,30,7,38,24,68,78,31,60,14,57,51,36,0,37,59,80,54,3,2,61,20,60,24,0,3,96,88,17,63,51,56,51,81,94,24,87,24,59,76,57,65,34,2,3,4,79,83,16,50
2019-08-14,56,36,51,39,32,87,21,17,38,5,79,44,10,5,33,67,39,30,21,49,83,38,37,46,13,79,52,0,29,53,40,87,66,55,70,15,40,63,55,95,51,63,69,35,33,96,0,22,56,93,0,35,79,58,24,59,43,76,52,58,69,32,30,60,10,44,92,75,88,0,57,71,65,15,1,84,19,37,40,23,40,44,65,41,91,9,76,45,90,5,54,70,11,80,52,74,59,55,61,93,48,42,81,65,43,8,63,37,61,61,50,73,26,54,85,65,44,12,90,9,22,36,71,10,53,53,40,14,12,16,41,46,43,6,35,74,40,13,39,43,56,59,54,73,53,84,49,25,17,27,2,88,23,50,9,46,14,74,6,85,12,82,80,50,28,46,16,10,30,3,67,53,7,19,74,20,63,25,0,45,76,24,80,71,4,31,13,44,19,64,78,35,61,18,61,52,40,12,15,57,71,51,3,3,54,23,55,25,0,7,84,92,25,60,58,36,50,79,89,24,83,28,51,83,65,61,28,1,6,5,83,80,13,52
2019-08-15,56,39,56,42,0,86,23,20,40,7,76,53,10,6,24,64,41,36,22,49,85,39,46,47,14,86,63,0,29,55,39,87,61,61,66,50,41,67,56,84,50,65,95,36,48,68,1,23,64,93,0,42,79,62,11,66,66,76,46,50,74,32,42,60,11,51,91,77,90,0,61,77,78,37,3,90,18,53,39,25,45,52,72,36,87,15,77,16,81,17,57,73,15,78,55,79,63,68,73,66,49,38,82,70,54,10,66,23,58,69,51,47,44,56,88,68,44,13,91,9,19,48,73,7,46,54,36,12,8,18,48,38,41,7,38,68,39,13,37,47,60,63,57,73,52,84,47,20,17,32,4,95,21,57,11,50,15,75,16,84,16,86,75,46,29,66,15,13,43,4,64,44,10,21,77,22,50,36,0,61,78,30,83,76,3,26,18,51,19,68,70,30,56,44,71,67,35,6,16,60,73,51,4,2,39,23,64,21,0,8,76,86,23,62,62,29,50,82,90,28,54,22,61,86,91,67,33,2,3,6,77,76,14,54
2019-08-16,63,45,63,42,0,89,23,19,43,12,81,49,12,6,36,81,38,43,60,49,79,36,44,48,15,89,52,0,29,54,43,89,81,42,66,34,33,71,57,48,62,65,76,41,49,81,100,22,61,93,46,42,77,60,100,57,62,82,58,92,74,28,32,55,12,74,93,73,91,78,83,80,76,32,100,92,30,92,40,33,45,59,80,44,89,12,69,58,81,23,62,86,14,78,57,73,59,86,80,91,57,37,85,68,59,9,69,31,71,68,52,54,18,68,93,72,34,13,85,9,23,51,58,6,53,61,40,9,8,29,50,46,50,7,39,64,24,14,35,51,52,69,49,78,68,86,42,18,16,33,4,84,23,60,16,33,20,78,8,83,13,89,90,56,32,66,16,17,54,3,83,51,5,19,74,21,50,18,0,46,87,27,81,72,2,28,18,53,21,65,76,38,57,17,50,57,40,6,6,61,78,60,3,2,43,22,59,21,0,3,87,88,29,61,63,33,52,84,89,22,47,23,56,90,55,59,26,0,3,5,84,78,18,32
2019-08-17,67,50,67,49,0,83,26,21,41,8,92,58,13,5,39,93,39,36,41,53,79,36,39,53,16,95,58,0,30,62,50,91,74,63,75,100,35,70,67,67,54,85,64,57,38,75,57,25,76,85,0,43,89,62,82,77,77,96,79,89,78,39,44,62,12,61,87,60,91,93,70,83,87,63,66,93,20,75,41,27,48,58,85,50,89,14,76,36,80,24,55,100,23,74,59,79,66,93,61,79,54,55,83,74,34,9,78,30,71,83,59,65,38,81,89,91,43,17,93,10,29,56,61,2,49,57,41,8,6,40,46,45,43,8,45,60,39,15,40,41,60,53,58,73,64,98,54,15,19,33,10,91,20,61,16,66,13,79,9,88,19,84,71,58,36,52,16,8,42,2,79,63,7,20,76,23,50,20,0,61,85,29,87,85,5,34,12,61,19,75,96,32,64,21,66,69,47,21,18,67,70,44,2,7,50,32,60,30,0,6,79,92,20,54,63,28,48,94,82,10,45,21,72,88,48,72,32,0,2,3,85,76,20,43
2019-08-18,69,44,59,50,0,86,20,19,42,9,93,60,13,6,65,83,44,36,39,56,84,32,42,53,18,94,57,0,33,63,48,94,74,83,83,37,43,72,73,93,58,81,46,73,50,83,34,25,76,88,50,43,64,58,44,66,73,94,40,100,84,49,38,62,11,100,97,62,91,60,67,86,83,52,22,87,14,71,46,28,49,77,79,43,87,11,81,72,88,19,53,88,11,74,61,89,54,86,71,79,54,45,86,84,68,7,67,24,73,74,55,64,31,68,79,73,37,13,94,11,16,35,64,3,55,58,41,8,17,25,48,44,44,10,42,62,61,15,38,45,57,53,65,86,54,100,48,17,15,61,4,100,26,59,9,40,9,83,18,96,12,90,86,54,32,59,15,20,42,3,74,57,4,18,72,23,47,20,98,50,96,29,87,86,4,32,10,60,34,73,88,36,56,28,81,61,49,7,42,71,78,65,3,0,43,23,70,24,0,9,81,94,26,54,69,39,51,89,82,24,45,25,69,88,45,73,27,0,0,4,90,80,29,65
2019-08-19,50,41,52,35,0,82,21,17,36,5,76,46,10,6,45,56,32,33,31,49,78,30,40,47,14,82,57,25,29,56,36,87,100,56,77,39,35,74,77,36,23,60,53,40,43,65,23,23,71,89,0,38,65,66,20,67,99,78,64,75,70,30,38,54,10,82,99,80,90,100,72,66,73,55,25,89,22,62,43,27,45,63,64,39,87,11,84,47,94,11,60,74,12,76,53,76,60,55,46,77,48,36,84,61,70,7,67,26,68,63,51,67,27,44,77,62,33,12,83,8,28,39,77,6,40,51,40,7,11,15,38,34,44,8,28,70,71,11,36,39,47,60,50,71,56,84,36,19,15,32,2,89,14,64,13,30,11,72,3,85,16,85,87,47,29,48,17,12,34,3,64,48,7,22,85,22,40,17,0,42,73,21,82,73,4,26,11,51,18,66,72,21,61,13,57,63,36,6,26,59,71,45,3,2,37,19,66,15,0,5,84,92,18,62,49,24,53,76,95,23,42,24,53,78,48,65,31,0,2,2,86,69,16,30
2019-08-20,51,54,51,42,33,87,20,14,39,9,80,45,11,6,11,50,37,33,28,45,80,27,42,47,14,83,52,25,29,47,40,90,88,49,75,64,32,70,71,90,39,58,66,29,36,61,17,20,72,86,0,36,69,64,33,53,95,76,30,64,72,37,32,52,11,50,96,80,85,49,45,76,65,56,17,90,21,58,34,19,42,54,66,40,84,12,79,47,90,11,50,64,17,79,51,76,73,52,72,73,55,29,88,55,56,9,72,25,50,61,53,70,27,45,82,64,43,10,94,8,24,46,76,4,48,64,34,7,9,17,36,47,42,7,36,68,53,12,42,34,49,64,57,72,60,86,40,20,14,27,4,92,19,73,10,48,17,74,8,81,14,88,74,54,33,66,16,11,29,3,65,39,8,19,79,28,38,17,0,37,82,27,86,68,4,33,15,51,18,66,67,36,55,24,52,51,41,0,11,57,61,73,3,2,47,24,60,21,1,8,89,96,17,69,52,52,54,77,100,21,71,26,52,78,51,68,30,2,5,7,85,75,14,50
2019-08-21,56,49,65,38,0,89,17,17,38,7,85,51,10,6,11,56,33,29,29,46,80,27,46,45,12,81,53,0,29,52,35,84,86,59,73,48,31,71,63,72,56,58,64,40,34,71,20,20,58,87,0,41,70,65,53,53,95,75,54,57,73,30,25,61,9,62,96,79,86,33,38,69,62,35,13,90,13,54,44,20,45,51,61,36,83,9,83,16,93,0,67,68,17,81,53,77,77,55,72,81,50,36,87,69,59,7,66,26,53,58,51,65,21,48,81,70,47,10,92,9,22,42,85,3,42,48,38,6,6,22,36,43,37,6,38,82,53,12,49,47,51,65,55,86,42,82,42,16,15,28,4,85,15,66,10,64,11,73,7,83,10,86,87,52,28,67,16,8,27,2,59,56,7,20,77,25,34,0,0,40,75,25,83,68,4,29,17,37,17,67,74,32,53,16,41,38,28,12,21,56,66,68,3,3,45,20,62,20,0,3,79,96,18,70,45,37,56,78,97,17,71,24,58,79,52,57,26,0,5,1,90,82,16,40
2019-08-22,51,42,59,37,66,88,18,16,40,6,79,47,10,8,23,53,37,31,44,46,72,24,31,46,16,79,57,25,30,55,41,86,81,61,70,56,35,69,52,63,42,58,66,40,42,71,21,21,81,87,0,37,70,61,28,58,77,73,40,60,70,31,22,61,9,29,96,77,85,36,62,71,80,46,13,88,13,48,33,21,44,70,66,41,91,7,81,71,93,11,64,81,26,77,55,81,74,58,77,77,51,39,88,74,37,8,67,20,77,55,50,55,33,47,79,71,42,11,91,8,24,41,75,1,47,70,36,8,13,13,46,38,40,8,31,71,38,12,34,35,50,70,56,74,48,82,37,16,17,31,2,89,22,60,9,34,17,71,12,81,13,87,81,54,26,70,16,10,46,3,71,43,2,22,74,25,38,35,0,51,82,22,79,69,3,29,17,34,30,60,79,21,49,24,55,59,30,6,21,58,59,59,3,2,57,25,62,19,0,8,81,88,25,69,61,34,59,73,95,36,44,29,57,86,51,63,20,3,8,1,83,71,17,33
2019-08-23,56,44,71,39,33,87,17,17,38,8,77,46,14,10,12,70,39,36,100,48,77,26,43,48,12,79,52,0,31,58,41,84,76,74,88,81,32,61,79,51,48,62,83,47,49,75,11,20,68,93,0,37,74,65,23,59,83,80,86,78,72,31,41,64,11,84,87,75,86,39,75,71,71,57,8,91,12,55,31,21,39,54,66,40,87,11,71,24,85,22,58,74,11,74,55,78,70,76,75,67,53,32,95,75,57,8,67,28,72,51,50,58,39,56,78,70,38,11,79,8,21,52,78,5,49,47,38,9,8,22,44,51,43,12,29,71,46,12,37,39,52,78,50,72,54,84,41,18,16,27,5,86,23,70,13,51,6,74,8,87,12,86,78,53,26,60,15,15,47,3,67,50,9,23,74,19,42,27,0,55,79,32,77,71,3,26,11,36,29,64,73,22,52,19,46,52,39,6,21,74,53,77,3,0,41,27,60,21,0,5,76,84,26,61,61,35,55,78,89,24,40,23,55,100,52,61,20,0,3,2,90,78,20,55
2019-08-24,63,53,70,46,0,81,23,18,43,10,92,51,12,9,13,86,46,40,61,54,75,24,56,52,20,89,58,0,35,57,46,93,65,73,100,74,38,75,70,42,66,78,58,45,43,70,10,22,98,93,0,41,84,57,36,66,100,97,69,58,83,28,34,74,11,48,85,58,88,35,68,87,99,100,2,88,19,74,41,29,45,58,79,42,91,11,76,55,77,6,44,75,15,74,58,80,77,96,78,90,55,43,93,71,65,7,69,19,84,70,59,88,34,69,80,78,49,10,93,10,22,49,66,3,55,50,32,10,11,23,44,51,45,10,44,64,71,15,39,43,59,54,67,78,55,94,47,12,15,28,11,87,16,69,12,53,20,83,6,98,14,91,88,53,27,52,14,14,54,3,73,58,4,26,69,22,42,30,0,45,74,41,87,82,5,30,18,58,25,74,83,30,54,19,71,54,28,0,18,69,76,68,3,2,40,22,57,25,0,3,69,91,28,54,57,47,51,89,83,22,43,20,69,100,49,68,31,0,5,4,89,76,12,52
2019-08-25,62,43,78,43,0,86,22,18,43,11,84,57,13,9,0,82,48,39,49,56,77,24,45,51,17,92,64,0,42,60,48,100,73,70,88,64,42,67,73,73,38,79,55,54,38,71,7,21,76,89,50,37,69,64,38,62,98,93,63,65,86,34,34,74,12,48,92,64,89,31,68,82,82,47,9,100,26,71,54,20,49,58,78,38,89,13,66,82,76,19,53,92,14,76,61,88,85,91,71,65,61,42,100,72,39,4,84,25,81,64,54,54,31,63,77,85,46,8,89,10,35,40,70,2,47,48,35,18,2,25,44,52,53,11,42,67,57,17,31,38,60,54,69,72,48,96,45,19,16,37,10,95,20,69,12,48,11,81,11,94,12,82,62,50,29,66,14,22,48,3,74,68,4,24,72,32,43,10,0,48,82,23,83,74,4,30,28,49,16,74,83,36,53,15,62,75,42,14,36,69,82,61,3,4,32,27,67,22,0,3,67,99,30,59,53,50,52,88,85,34,41,24,67,97,44,61,38,0,2,5,93,81,27,52
2019-08-26,49,36,58,32,32,86,17,17,40,8,76,40,16,7,11,61,35,32,40,47,70,26,39,44,9,78,52,49,69,56,34,90,94,53,76,39,31,66,47,53,28,54,73,42,46,69,8,17,63,91,0,35,62,65,30,51,76,76,25,70,71,29,27,68,9,29,94,76,88,16,71,72,63,35,7,91,28,61,43,23,43,50,63,42,91,11,81,47,94,11,67,85,16,80,52,77,78,69,48,78,49,39,89,65,59,6,65,26,42,48,48,75,19,49,72,64,36,14,81,8,20,46,73,2,45,52,31,20,2,16,41,33,45,7,34,74,68,14,33,35,50,67,57,69,49,80,37,19,13,28,9,88,18,68,12,29,8,74,3,84,12,81,76,36,24,63,16,8,63,3,68,75,3,25,75,23,37,0,0,52,76,43,79,60,5,27,15,37,15,59,80,33,63,26,50,51,26,24,21,56,62,63,3,0,43,23,64,18,0,12,91,93,16,69,41,27,56,73,94,31,38,23,50,89,45,62,27,0,0,2,94,78,41,33
2019-08-27,66,42,95,40,32,87,17,16,33,11,74,57,19,28,11,56,30,32,40,51,80,27,44,45,12,79,55,0,100,47,38,92,100,41,77,94,33,75,67,75,34,49,69,42,41,100,70,16,79,90,0,38,62,66,25,56,95,73,29,69,71,41,27,74,7,24,95,80,86,27,52,73,70,20,10,92,18,49,47,29,41,62,66,43,88,12,82,62,98,11,64,73,14,84,52,77,83,57,51,93,49,31,92,64,47,5,74,22,52,72,52,44,27,42,76,73,62,13,92,8,16,44,93,1,47,51,34,17,9,20,39,41,37,6,31,81,60,11,42,47,50,72,61,70,51,81,35,18,11,29,3,85,20,76,11,27,14,74,4,87,12,82,83,44,28,61,16,17,34,2,64,59,6,23,77,25,40,17,0,42,76,29,80,66,4,23,15,39,18,64,69,18,69,34,53,56,33,12,26,58,76,58,3,2,65,21,60,23,0,0,89,92,17,70,52,21,59,74,95,15,59,23,50,85,52,64,24,0,0,6,79,76,42,35
2019-08-28,59,40,87,34,32,85,18,15,40,9,74,47,17,15,22,58,31,34,35,47,77,27,39,45,13,78,53,24,86,48,35,87,85,37,72,46,32,67,44,78,38,51,67,31,37,73,41,16,69,87,0,39,66,72,42,50,87,70,38,67,68,40,29,78,8,28,91,76,84,29,49,71,62,59,9,92,18,51,36,100,38,60,73,40,87,14,88,23,84,16,73,59,13,80,51,76,81,60,68,82,47,34,90,70,36,6,72,22,57,70,50,61,17,46,75,60,52,12,93,8,23,53,86,1,49,48,33,17,12,22,39,68,40,6,36,76,37,11,44,42,48,71,63,69,53,81,34,19,12,30,5,89,13,58,13,43,6,69,8,87,14,81,69,37,27,75,16,13,54,2,58,68,6,27,71,28,39,8,0,48,75,17,84,63,3,25,15,40,14,62,71,29,57,26,29,61,46,35,10,55,58,73,2,2,53,28,62,18,0,5,95,88,20,70,43,24,58,74,94,29,66,26,51,86,53,57,13,2,5,0,81,80,66,45
2019-08-29,56,40,89,36,0,88,20,16,40,7,84,48,20,11,11,51,28,33,34,46,77,24,39,44,13,78,58,0,84,46,43,88,92,60,71,63,35,67,59,62,39,51,84,34,47,87,23,17,80,90,0,33,53,67,33,54,78,73,44,77,67,43,40,82,9,24,94,77,88,21,61,70,73,30,5,91,24,56,39,75,38,54,75,35,79,10,79,23,87,21,76,71,22,83,51,78,74,62,77,79,58,33,88,59,18,6,62,29,49,65,48,60,27,47,78,65,56,18,86,8,25,66,92,1,53,42,45,27,13,14,37,88,35,6,34,81,41,12,40,46,47,75,66,60,56,85,37,20,13,24,4,85,20,62,11,31,12,73,1,95,13,83,77,36,29,72,16,17,48,2,63,75,5,22,77,27,35,26,0,41,78,31,85,65,3,22,19,42,22,62,73,32,56,10,55,53,40,18,26,56,85,47,2,3,72,22,61,19,0,2,84,93,15,73,55,33,58,73,95,23,42,26,52,85,54,63,16,0,3,1,80,83,49,46
2019-08-30,62,45,92,36,0,87,16,16,36,8,91,48,18,11,11,64,30,34,34,47,76,25,32,45,13,78,57,0,81,52,40,88,78,43,75,79,29,69,53,58,56,57,59,36,37,83,20,16,93,86,0,30,56,62,15,52,78,81,49,80,67,38,26,82,8,45,90,73,85,11,61,66,74,30,7,85,35,54,41,53,42,58,81,39,85,11,82,54,83,21,73,72,19,74,53,84,74,78,73,84,54,42,87,75,15,7,75,37,45,62,52,47,29,56,81,74,51,15,84,8,16,69,84,1,44,50,36,100,4,17,41,78,38,6,37,74,60,11,38,44,52,80,64,63,45,85,43,18,11,26,2,83,19,70,11,28,11,72,8,100,11,85,75,44,25,75,15,16,41,3,65,70,8,20,73,24,34,0,0,42,84,31,74,69,4,22,30,45,24,63,69,30,55,21,39,65,43,18,5,59,55,58,3,0,35,24,58,18,0,15,80,91,20,66,50,34,54,80,92,15,38,25,47,83,57,59,16,3,3,4,76,79,52,51
2019-08-31,69,47,100,43,0,86,22,18,38,11,100,53,14,11,0,79,40,42,36,50,74,26,32,49,18,86,65,0,90,64,47,89,63,55,71,9,40,69,70,65,75,75,55,60,39,89,18,19,100,86,0,37,78,57,45,67,81,95,50,61,74,47,27,100,6,41,85,61,87,12,56,83,76,34,7,81,16,62,44,45,40,73,89,43,83,11,79,35,69,18,47,81,17,75,57,78,73,100,81,86,55,44,84,77,29,5,76,35,72,60,54,45,37,71,73,83,59,11,85,9,12,31,58,4,41,62,35,63,6,20,43,91,41,5,34,63,59,13,28,55,55,55,76,74,38,93,42,14,13,23,6,84,21,61,12,32,17,80,4,95,13,88,71,45,25,50,14,12,54,2,67,76,1,20,72,24,40,29,0,60,80,22,80,81,5,23,24,57,23,67,94,22,59,15,71,66,38,33,23,65,70,63,3,2,56,20,60,25,0,6,77,87,20,59,55,38,46,87,85,12,41,16,59,85,49,66,24,0,3,3,84,86,52,47
